,YEAR,COMPETITION,STAGE,Home,HomeScore,AwayScore,Away,ExtraEnd
7517,1,Bangladesh League Play,12,Tongi,9,13,Chittagong,False
7518,1,Bangladesh League Play,12,Nawabganj,17,10,Chandpur,False
7519,1,Bangladesh League Play,12,Tangail,7,6,Faridpur,True
7520,1,Belgium League Play,12,Brussels,12,11,Mons,False
7521,1,Belgium League Play,12,Aalst,8,13,Leuven,False
7522,1,Belgium League Play,12,Mechelen,10,18,Namur,False
7523,1,Belgium League Play,12,Sint-Niklaas,11,9,Bruges,False
7524,1,Belgium League Play,12,Kortrijk,10,9,Liege,True
7525,1,Belgium League Play,12,Hasselt,9,10,Charleroi,False
7526,1,Belgium League Play,12,La Louviere,8,9,Ghent,False
7527,1,Belgium League Play,12,Tournai,8,14,Antwerp,False
7528,1,Belgium League Play,12,Genk,12,8,Roeselare,False
7529,1,Belgium League Play,12,Ostend,10,12,Seraing,False
7530,1,Brazil League Play,12,Sao Paulo,13,8,Recife,False
7531,1,Brazil League Play,12,Goiania,12,10,Curitiba,False
7532,1,Brazil League Play,12,Belem,7,6,Manaus,False
7533,1,Brazil League Play,12,Porto Alegre,11,6,Belo Horizonte,False
7534,1,Brazil League Play,12,Guarulhos,10,12,Fortaleza,False
7535,1,Brazil League Play,12,Campinas,9,8,Salvador,False
7536,1,Brazil League Play,12,Sao Luis,11,20,Brasilia,False
7537,1,Brazil League Play,12,Maceio,11,10,Rio de Janeiro,True
7538,1,Brazil League Play,12,Natal,9,12,Joao Pessoa,False
7539,1,Brazil League Play,12,Teresina,9,18,Campo Grande,False
7540,1,Canada League Play,12,Toronto,8,6,Brampton,False
7541,1,Canada League Play,12,Hamilton,9,8,Vancouver,False
7542,1,Canada League Play,12,Surrey,8,9,Mississauga,False
7543,1,Canada League Play,12,Quebec City,7,9,Winnipeg,False
7544,1,Canada League Play,12,Halifax,9,10,Edmonton,False
7545,1,Canada League Play,12,Laval,6,9,Ottawa,False
7546,1,Canada League Play,12,London,10,11,Calgary,False
7547,1,Canada League Play,12,Markham,5,7,Montreal,False
7548,1,Canada League Play,12,Vaughan,11,8,Longueuil,False
7549,1,Canada League Play,12,Saskatoon,9,8,Gatineau,True
7550,1,Chile League Play,12,Santiago,14,9,Iquique,False
7551,1,Chile League Play,12,Arica,6,10,Puerto Montt,False
7552,1,Chile League Play,12,Talca,9,15,Rancagua,False
7553,1,Chile League Play,12,Coquimbo,11,14,Temuco,False
7554,1,Chile League Play,12,Copiapó,9,18,La Serena,False
7555,1,Chile League Play,12,Valdivia,10,15,Antofagasta,False
7556,1,Chile League Play,12,Punta Arenas,11,12,Valparaiso,False
7557,1,Chile League Play,12,San Pedro de la Paz,9,14,Concepcion,False
7558,1,Chile League Play,12,Calama,11,15,Villa Alemana,False
7559,1,Chile League Play,12,Osorno,12,8,Quilpue,False
7560,1,China League Play,12,Chongqing,13,7,Hangzhou,False
7561,1,China League Play,12,Wuhan,16,11,Zhengzhou,False
7562,1,China League Play,12,Suzhou,7,13,Xi'an,False
7563,1,China League Play,12,Harbin,8,12,Tianjin,False
7564,1,China League Play,12,Qingdao,9,12,Guangzhou,False
7565,1,China League Play,12,Chengdu,11,8,Shenzhen,False
7566,1,China League Play,12,Jinan,7,10,Beijing,False
7567,1,China League Play,12,Nanjing,7,10,Shanghai,False
7568,1,China League Play,12,Shenyang,12,11,Kunming,False
7569,1,China League Play,12,Changsha,9,12,Dalian,False
7570,1,Colombia League Play,12,Bogota,14,5,Pereira,False
7571,1,Colombia League Play,12,Ibague,9,12,Bucaramanga,False
7572,1,Colombia League Play,12,Villavicencio,10,11,Soledad,False
7573,1,Colombia League Play,12,Soacha,10,9,Cucuta,False
7574,1,Colombia League Play,12,Pasto,8,10,Cartagena,False
7575,1,Colombia League Play,12,Valledupar,8,16,Barranquilla,False
7576,1,Colombia League Play,12,Santa Marta,8,13,Medellín,False
7577,1,Colombia League Play,12,Armenia,10,17,Cali,False
7578,1,Colombia League Play,12,Palmira,6,8,Manizales,False
7579,1,Colombia League Play,12,Neiva,6,5,Monteria,False
7580,1,Czech Republic League Play,12,Prague,15,11,Olomouc,False
7581,1,Czech Republic League Play,12,České Budějovice,7,8,Ústí nad Labem,False
7582,1,Czech Republic League Play,12,Havirov,9,10,Pardubice,False
7583,1,Czech Republic League Play,12,Zlín,8,12,Hradec Králové,False
7584,1,Czech Republic League Play,12,Kladno,10,8,Liberec,False
7585,1,Czech Republic League Play,12,Most,9,16,Plzen,False
7586,1,Czech Republic League Play,12,Karvina,9,11,Ostrava,False
7587,1,Czech Republic League Play,12,Frydek-Mistek,8,13,Brno,False
7588,1,Czech Republic League Play,12,Opava,11,7,Teplice,False
7589,1,Czech Republic League Play,12,Jihlava,10,13,Decin,False
7590,1,Denmark League Play,12,Copenhagen,18,10,Herning,False
7591,1,Denmark League Play,12,Randers,6,10,Frederiksberg,False
7592,1,Denmark League Play,12,Horsens,10,9,Copenhagen S,True
7593,1,Denmark League Play,12,Kolding,7,9,Vejle,False
7594,1,Denmark League Play,12,Silkeborg,10,7,Esbjerg,False
7595,1,Denmark League Play,12,Viborg,9,11,Odense,False
7596,1,Denmark League Play,12,Holstebro,8,9,Aalborg,False
7597,1,Denmark League Play,12,Helsingør,10,16,Aarhus,False
7598,1,Denmark League Play,12,Hillerød,10,8,Sønderborg,False
7599,1,Denmark League Play,12,Naestved,9,8,Fredericia,False
7600,1,Ecuador League Play,12,Guayaquil,13,9,Esmeraldas,False
7601,1,Ecuador League Play,12,Ibarra,5,6,Loja,False
7602,1,Ecuador League Play,12,Ambato,8,9,Manta,False
7603,1,Ecuador League Play,12,Milagro,13,8,Machala,False
7604,1,Ecuador League Play,12,Babahoyo,7,9,Portoviejo,False
7605,1,Ecuador League Play,12,Quevedo,11,15,Santo Domingo,False
7606,1,Ecuador League Play,12,Latacunga,7,12,Cuenca,False
7607,1,Ecuador League Play,12,Riobamba,7,12,Quito,False
7608,1,Ecuador League Play,12,Eloy Alfaro,7,6,Azogues,False
7609,1,Ecuador League Play,12,Tulcán,15,11,Nueva Loja,False
7610,1,Egypt League Play,12,Cairo,11,8,Tanta,False
7611,1,Egypt League Play,12,Asyut,9,8,El-Mahalla El-Kubra,False
7612,1,Egypt League Play,12,Ismailia,11,10,Al-Mansura,False
7613,1,Egypt League Play,12,Luxor,6,13,Port Said,False
7614,1,Egypt League Play,12,Minya,8,11,Suez,False
7615,1,Egypt League Play,12,Damanhur,5,8,Shubra El Kheima,False
7616,1,Egypt League Play,12,Zagazig,9,18,Giza,False
7617,1,Egypt League Play,12,Beni Suef,9,20,Alexandria,False
7618,1,Egypt League Play,12,Aswan,14,10,Sohag,False
7619,1,Egypt League Play,12,Dammietta,9,8,Fayyum,False
7620,1,Ethiopia League Play,12,Addis Ababa,19,8,Jimma,False
7621,1,Ethiopia League Play,12,Jijiga,8,11,Dessie,False
7622,1,Ethiopia League Play,12,Shashamane,8,19,Hawassa,False
7623,1,Ethiopia League Play,12,Bishoftu,7,16,Bahir Dar,False
7624,1,Ethiopia League Play,12,Hosaena,7,6,Nazret,True
7625,1,Ethiopia League Play,12,Arba Minch,10,12,Mekele,False
7626,1,Ethiopia League Play,12,Sodo,9,11,Gondar,False
7627,1,Ethiopia League Play,12,Kombolcha,9,10,Dire Dawa,False
7628,1,Ethiopia League Play,12,Debre Markos,10,11,Harar,False
7629,1,Ethiopia League Play,12,Nekemte,12,11,Dilla,False
7630,1,Finland League Play,12,Helsinki,11,9,Lahti,False
7631,1,Finland League Play,12,Pori,11,12,Kuopio,False
7632,1,Finland League Play,12,Kouvola,8,9,Jyvaskyla,False
7633,1,Finland League Play,12,Joensuu,8,15,Turku,False
7634,1,Finland League Play,12,Seinajoki,7,10,Oulu,False
7635,1,Finland League Play,12,Vaasa,10,20,Vantaa,False
7636,1,Finland League Play,12,Rovaniemi,14,9,Tampere,False
7637,1,Finland League Play,12,Hameenlinna,9,15,Espoo,False
7638,1,Finland League Play,12,Lappeenranta,13,7,Kotka,False
7639,1,Finland League Play,12,Mikkeli,8,14,Salo,False
7640,1,France League Play,12,Paris,9,8,Bordeaux,True
7641,1,France League Play,12,Lille,8,12,Strasbourg,False
7642,1,France League Play,12,Rennes,13,9,Montpellier,False
7643,1,France League Play,12,Reims,10,16,Nantes,False
7644,1,France League Play,12,Toulon,7,9,Nice,False
7645,1,France League Play,12,Le Havre,11,10,Toulouse,False
7646,1,France League Play,12,Saint-Etienne,10,9,Lyon,True
7647,1,France League Play,12,Grenoble,8,17,Marseille,False
7648,1,France League Play,12,Dijon,10,9,Nimes,True
7649,1,France League Play,12,Angers,9,13,Villeurbanne,False
7650,1,Germany League Play,12,Berlin,13,9,Dortmund,False
7651,1,Germany League Play,12,Essen,10,18,Leipzig,False
7652,1,Germany League Play,12,Bremen,8,7,Dusseldorf,True
7653,1,Germany League Play,12,Dresden,9,14,Stuttgart,False
7654,1,Germany League Play,12,Hanover,12,10,Frankfurt,False
7655,1,Germany League Play,12,Nuremberg,13,10,Cologne,False
7656,1,Germany League Play,12,Duisburg,16,9,Munich,False
7657,1,Germany League Play,12,Bochum,7,15,Hamburg,False
7658,1,Germany League Play,12,Wuppertal,6,8,Mannheim,False
7659,1,Germany League Play,12,Bonn,9,8,Bielefeld,True
7660,1,Greece League Play,12,Athens,15,7,Kallithea,False
7661,1,Greece League Play,12,Zografou,10,7,Piraeus,False
7662,1,Greece League Play,12,Agios Dimitrios,17,9,Peristeri,False
7663,1,Greece League Play,12,Rhodes,12,9,Volos,False
7664,1,Greece League Play,12,Ilion,7,8,Larissa,False
7665,1,Greece League Play,12,Glyfada,12,11,Heraklion,False
7666,1,Greece League Play,12,Nikaia,8,13,Patras,False
7667,1,Greece League Play,12,Kalamaria,9,15,Thessaloniki,False
7668,1,Greece League Play,12,Acharnes,6,5,Ioannina,True
7669,1,Greece League Play,12,Chalcis,11,10,Chania,False
7670,1,Hong Kong League Play,12,Hong Kong,13,10,Tsuen Wan,False
7671,1,Hong Kong League Play,12,Sai Kung,10,8,Tai Po,False
7672,1,Hong Kong League Play,12,Fanling,6,9,Tseung Kwan O,False
7673,1,Hong Kong League Play,12,Tin Shui Wai,9,12,Tuen Mun,False
7674,1,Hong Kong League Play,12,Wan Chai,9,12,Kwai Chung,False
7675,1,Hong Kong League Play,12,Ma On Shan,8,18,Yuen Long,False
7676,1,Hong Kong League Play,12,Mong Kok,8,12,Sha Tin,False
7677,1,Hong Kong League Play,12,Aberdeen,10,15,Kowloon,False
7678,1,Hong Kong League Play,12,Shau Kei Wan,11,9,Hung Hom,False
7679,1,Hong Kong League Play,12,Causeway Bay,9,12,Central,False
7680,1,Hungary League Play,12,Budapest,9,5,Nyiregyhaza,False
7681,1,Hungary League Play,12,Szekesfehervar,13,10,Győr,False
7682,1,Hungary League Play,12,Szombathely,6,14,Pécs,False
7683,1,Hungary League Play,12,Szolnok,8,7,Kecskemet,True
7684,1,Hungary League Play,12,Zalaegerszeg,9,10,Gyor,False
7685,1,Hungary League Play,12,Sopron,9,15,Szeged,False
7686,1,Hungary League Play,12,Dunaujvaros,11,9,Miskolc,False
7687,1,Hungary League Play,12,Érd,9,14,Debrecen,False
7688,1,Hungary League Play,12,Eger,13,11,Kaposvar,False
7689,1,Hungary League Play,12,Bekescsaba,8,10,Veszprem,False
7690,1,India League Play,12,Delhi,12,10,Surat,False
7691,1,India League Play,12,Jaipur,9,12,Pune,False
7692,1,India League Play,12,Lucknow,10,13,Ahmedabad,False
7693,1,India League Play,12,Indore,9,10,Chennai,False
7694,1,India League Play,12,Kanpur,10,8,Hyderabad,False
7695,1,India League Play,12,Nagpur,10,17,Bangalore,False
7696,1,India League Play,12,Thane,8,7,Kolkata,True
7697,1,India League Play,12,Bhopal,8,14,Mumbai,False
7698,1,India League Play,12,Patna,7,5,Ghaziabad,False
7699,1,India League Play,12,Vadodara,17,11,Visakhapatnam,False
7700,1,Indonesia League Play,12,Jakarta,9,8,Makassar,False
7701,1,Indonesia League Play,12,Palembang,8,12,Semarang,False
7702,1,Indonesia League Play,12,Batam,7,12,Tangerang,False
7703,1,Indonesia League Play,12,Pekanbaru,8,10,Depok,False
7704,1,Indonesia League Play,12,Bogor,5,8,Medan,False
7705,1,Indonesia League Play,12,Bandar Lampung,9,14,Bekasi,False
7706,1,Indonesia League Play,12,Padang,10,16,Bandung,False
7707,1,Indonesia League Play,12,Malang,11,9,Surabaya,False
7708,1,Indonesia League Play,12,Samarinda,11,14,Pontianak,False
7709,1,Indonesia League Play,12,Tasikmalaya,11,15,Banjarmasin,False
7710,1,Iraq League Play,12,Baghdad,17,10,Nasiriyah,False
7711,1,Iraq League Play,12,Ramadi,10,15,Karbala,False
7712,1,Iraq League Play,12,Hillah,8,6,Najaf,False
7713,1,Iraq League Play,12,Baqubah,10,9,Sulaymaniyah,True
7714,1,Iraq League Play,12,Diwaniyah,9,8,Kirkuk,True
7715,1,Iraq League Play,12,Kut,9,11,Erbil,False
7716,1,Iraq League Play,12,Dohuk,9,18,Mosul,False
7717,1,Iraq League Play,12,Samawah,10,17,Basra,False
7718,1,Iraq League Play,12,Amarah,7,15,Tikrit,False
7719,1,Iraq League Play,12,Fallujah,15,8,Diyala,False
7720,1,Ireland League Play,12,Dublin,8,7,Bray,True
7721,1,Ireland League Play,12,Kilkenny,9,12,Dundalk,False
7722,1,Ireland League Play,12,Navan,9,17,Swords,False
7723,1,Ireland League Play,12,Balbriggan,8,10,Drogheda,False
7724,1,Ireland League Play,12,Naas,9,18,Waterford,False
7725,1,Ireland League Play,12,Carlow,11,16,Galway,False
7726,1,Ireland League Play,12,Newbridge,9,13,Limerick,False
7727,1,Ireland League Play,12,Portlaoise,10,17,Cork,False
7728,1,Ireland League Play,12,Tralee,15,8,Athlone,False
7729,1,Ireland League Play,12,Ennis,10,7,Mullingar,False
7730,1,Israel League Play,12,Jerusalem,13,10,Bnei Brak,False
7731,1,Israel League Play,12,Holon,9,10,Beer Sheva,False
7732,1,Israel League Play,12,Ramat Gan,9,8,Netanya,False
7733,1,Israel League Play,12,Rehovot,6,12,Ashdod,False
7734,1,Israel League Play,12,Ashkelon,10,12,Rishon LeZion,False
7735,1,Israel League Play,12,Bat Yam,14,9,Petah Tikva,False
7736,1,Israel League Play,12,Herzliya,11,10,Haifa,True
7737,1,Israel League Play,12,Kfar Saba,9,14,Tel Aviv,False
7738,1,Israel League Play,12,Modi'in,8,11,Ramla,False
7739,1,Israel League Play,12,Nazareth,15,8,Lod,False
7740,1,Italy League Play,12,Rome,11,10,Bari,True
7741,1,Italy League Play,12,Catania,8,14,Florence,False
7742,1,Italy League Play,12,Venice,8,13,Bologna,False
7743,1,Italy League Play,12,Verona,10,9,Genoa,False
7744,1,Italy League Play,12,Messina,10,16,Palermo,False
7745,1,Italy League Play,12,Padua,12,9,Turin,False
7746,1,Italy League Play,12,Trieste,9,11,Naples,False
7747,1,Italy League Play,12,Taranto,10,8,Milan,False
7748,1,Italy League Play,12,Brescia,9,13,Reggio Calabria,False
7749,1,Italy League Play,12,Parma,9,5,Modena,False
7750,1,Japan League Play,12,Tokyo,11,7,Kyoto,False
7751,1,Japan League Play,12,Saitama,8,16,Kawasaki,False
7752,1,Japan League Play,12,Hiroshima,8,12,Kobe,False
7753,1,Japan League Play,12,Sendai,7,12,Fukuoka,False
7754,1,Japan League Play,12,Chiba,10,14,Sapporo,False
7755,1,Japan League Play,12,Kitakyushu,7,12,Nagoya,False
7756,1,Japan League Play,12,Sakai,10,18,Osaka,False
7757,1,Japan League Play,12,Hamamatsu,11,13,Yokohama,False
7758,1,Japan League Play,12,Niigata,8,11,Shizuoka,False
7759,1,Japan League Play,12,Okayama,10,15,Sagamihara,False
7760,1,Kazakhstan League Play,12,Almaty,16,9,Atyrau,False
7761,1,Kazakhstan League Play,12,Ust-Kamenogorsk,13,10,Semey,False
7762,1,Kazakhstan League Play,12,Temirtau,9,13,Pavlodar,False
7763,1,Kazakhstan League Play,12,Turkestan,8,12,Taraz,False
7764,1,Kazakhstan League Play,12,Kyzylorda,9,15,Aktobe,False
7765,1,Kazakhstan League Play,12,Oral,9,10,Karaganda,False
7766,1,Kazakhstan League Play,12,Petropavl,9,16,Astana,False
7767,1,Kazakhstan League Play,12,Kostanay,5,10,Shymkent,False
7768,1,Kazakhstan League Play,12,Aktau,8,9,Kokshetau,False
7769,1,Kazakhstan League Play,12,Rudny,10,7,Ekibastuz,False
7770,1,Kenya League Play,12,Nairobi,14,8,Thika,False
7771,1,Kenya League Play,12,Garissa,11,10,Machakos,False
7772,1,Kenya League Play,12,Kitale,10,12,Kikuyu,False
7773,1,Kenya League Play,12,Kisii,6,16,Ruiru,False
7774,1,Kenya League Play,12,Meru,8,18,Eldoret,False
7775,1,Kenya League Play,12,Malindi,7,10,Nakuru,False
7776,1,Kenya League Play,12,Kericho,8,14,Kisumu,False
7777,1,Kenya League Play,12,Nyeri,9,10,Mombasa,False
7778,1,Kenya League Play,12,Wajir,15,11,Lamu,False
7779,1,Kenya League Play,12,Naivasha,8,10,Embu,False
7780,1,Kuwait League Play,12,Kuwait City,15,9,Rumaithiyya,False
7781,1,Kuwait League Play,12,Sabah Al-Salem,12,6,Fahaheel,False
7782,1,Kuwait League Play,12,Al-Mangaf,11,10,Salmiya,False
7783,1,Kuwait League Play,12,Ar Riqqah,5,7,Mubarak Al-Kabeer,False
7784,1,Kuwait League Play,12,Bayan,7,9,Jahra,False
7785,1,Kuwait League Play,12,Salwa,5,6,Al Ahmadi,False
7786,1,Kuwait League Play,12,Mishref,9,16,Al Farwaniyah,False
7787,1,Kuwait League Play,12,Fintas,5,10,Hawalli,False
7788,1,Kuwait League Play,12,Abu Halifa,11,9,Sabahiya,False
7789,1,Kuwait League Play,12,Ruq'i,10,7,Um Al Hayman,False
7790,1,Malaysia League Play,12,Kuala Lumpur,11,8,Petaling Jaya,False
7791,1,Malaysia League Play,12,Kajang,13,8,Shah Alam,False
7792,1,Malaysia League Play,12,Ampang Jaya,9,10,Kuching,False
7793,1,Malaysia League Play,12,Seremban,9,17,Subang Jaya,False
7794,1,Malaysia League Play,12,Kota Kinabalu,10,13,Ipoh,False
7795,1,Malaysia League Play,12,Kota Bharu,9,7,Penang,False
7796,1,Malaysia League Play,12,Malacca,11,12,Johor Bahru,False
7797,1,Malaysia League Play,12,Kuantan,6,5,Klang,True
7798,1,Malaysia League Play,12,Alor Setar,8,7,Putrajaya,False
7799,1,Malaysia League Play,12,Kuala Terengganu,13,9,Miri,False
7800,1,Mexico League Play,12,Mexico City,9,7,Monterrey,False
7801,1,Mexico League Play,12,Nezahualcoyotl,10,9,Zapopan,False
7802,1,Mexico League Play,12,Chihuahua,6,9,Guadalajara,False
7803,1,Mexico League Play,12,Naucalpan,10,12,Juarez,False
7804,1,Mexico League Play,12,Merida,8,7,Leon,True
7805,1,Mexico League Play,12,Hermosillo,10,9,Tijuana,False
7806,1,Mexico League Play,12,Culiacan,7,12,Ecatepec,False
7807,1,Mexico League Play,12,Saltillo,9,12,Puebla,False
7808,1,Mexico League Play,12,San Luis Potosi,13,10,Acapulco,False
7809,1,Mexico League Play,12,Aguascalientes,9,7,Mexicali,False
7810,1,Morocco League Play,12,Casablanca,17,12,Kenitra,False
7811,1,Morocco League Play,12,Oujda,8,7,Meknes,False
7812,1,Morocco League Play,12,Tetouan,10,17,Agadir,False
7813,1,Morocco League Play,12,Safi,10,16,Marrakech,False
7814,1,Morocco League Play,12,Temara,10,17,Sale,False
7815,1,Morocco League Play,12,Khouribga,9,14,Tangier,False
7816,1,Morocco League Play,12,Taza,11,8,Fes,False
7817,1,Morocco League Play,12,Nador,9,15,Rabat,False
7818,1,Morocco League Play,12,Beni Mellal,12,8,Al Hoceima,False
7819,1,Morocco League Play,12,El Jadida,9,12,Mohammedia,False
7820,1,Netherlands League Play,12,Amsterdam,6,7,Breda,False
7821,1,Netherlands League Play,12,Nijmegen,12,11,Almere,True
7822,1,Netherlands League Play,12,Arnhem,7,8,Groningen,False
7823,1,Netherlands League Play,12,Haarlemmermeer,6,10,Eindhoven,False
7824,1,Netherlands League Play,12,Enschede,8,12,Tilburg,False
7825,1,Netherlands League Play,12,Haarlem,10,9,Utrecht,False
7826,1,Netherlands League Play,12,Apeldoorn,9,12,The Hague,False
7827,1,Netherlands League Play,12,Zaanstad,9,15,Rotterdam,False
7828,1,Netherlands League Play,12,Amersfoort,7,6,Zwolle,False
7829,1,Netherlands League Play,12,Dordrecht,8,9,Leiden,False
7830,1,New Zealand League Play,12,Auckland,13,8,Whangarei,False
7831,1,New Zealand League Play,12,New Plymouth,7,11,Palmerston North,False
7832,1,New Zealand League Play,12,Nelson,9,18,Dunedin,False
7833,1,New Zealand League Play,12,Rotorua,10,14,Napier-Hastings,False
7834,1,New Zealand League Play,12,Whanganui,8,15,Tauranga,False
7835,1,New Zealand League Play,12,Invercargill,11,15,Hamilton,False
7836,1,New Zealand League Play,12,Gisborne,11,16,Christchurch,False
7837,1,New Zealand League Play,12,Levin,7,10,Wellington,False
7838,1,New Zealand League Play,12,Masterton,12,9,Blenheim,False
7839,1,New Zealand League Play,12,Taupo,8,11,Timaru,False
7840,1,Nigeria League Play,12,Lagos,11,9,Zaria,False
7841,1,Nigeria League Play,12,Ilorin,12,11,Maiduguri,False
7842,1,Nigeria League Play,12,Jos,9,10,Kaduna,False
7843,1,Nigeria League Play,12,Aba,11,18,Benin City,False
7844,1,Nigeria League Play,12,Enugu,7,6,Port Harcourt,True
7845,1,Nigeria League Play,12,Ogbomosho,8,11,Abuja,False
7846,1,Nigeria League Play,12,Onitsha,9,11,Ibadan,False
7847,1,Nigeria League Play,12,Warri,9,8,Kano,True
7848,1,Nigeria League Play,12,Sokoto,10,9,Owerri,True
7849,1,Nigeria League Play,12,Abeokuta,5,10,Asaba,False
7850,1,Norway League Play,12,Oslo,14,10,Skien,False
7851,1,Norway League Play,12,Sandefjord,9,17,Sandnes,False
7852,1,Norway League Play,12,Asker,11,10,Fredrikstad,False
7853,1,Norway League Play,12,Sarpsborg,9,12,Drammen,False
7854,1,Norway League Play,12,Bodø,11,17,Kristiansand,False
7855,1,Norway League Play,12,Tonsberg,9,17,Trondheim,False
7856,1,Norway League Play,12,Alesund,10,21,Stavanger,False
7857,1,Norway League Play,12,Porsgrunn,9,16,Bergen,False
7858,1,Norway League Play,12,Haugesund,9,11,Kongsberg,False
7859,1,Norway League Play,12,Lillehammer,7,5,Molde,False
7860,1,Oman League Play,12,Muscat,12,9,Bidbid,False
7861,1,Oman League Play,12,Ibra,11,8,Rustaq,False
7862,1,Oman League Play,12,Ibri,10,8,Sur,False
7863,1,Oman League Play,12,Saham,7,10,Nizwa,False
7864,1,Oman League Play,12,Al Khaburah,10,14,Al Khuwair,False
7865,1,Oman League Play,12,Izki,10,12,Sohar,False
7866,1,Oman League Play,12,Al Buraymi,6,14,Salalah,False
7867,1,Oman League Play,12,Bahla,5,13,Seeb,False
7868,1,Oman League Play,12,Al Suwaiq,11,9,Khasab,False
7869,1,Oman League Play,12,Shinas,8,6,Al Hamra,False
7870,1,Pakistan League Play,12,Karachi,14,8,Islamabad,False
7871,1,Pakistan League Play,12,Bahawalpur,9,12,Hyderabad,False
7872,1,Pakistan League Play,12,Quetta,4,10,Peshawar,False
7873,1,Pakistan League Play,12,Sargodha,10,15,Multan,False
7874,1,Pakistan League Play,12,Sialkot,8,11,Rawalpindi,False
7875,1,Pakistan League Play,12,Gujrat,7,11,Gujranwala,False
7876,1,Pakistan League Play,12,Dera Ghazi Khan,8,11,Faisalabad,False
7877,1,Pakistan League Play,12,Jhang,5,11,Lahore,False
7878,1,Pakistan League Play,12,Rahim Yar Khan,7,6,Sukkur,True
7879,1,Pakistan League Play,12,Sheikhupura,11,16,Larkana,False
7880,1,Peru League Play,12,Lima,14,11,Cusco,False
7881,1,Peru League Play,12,Huancayo,9,12,Chimbote,False
7882,1,Peru League Play,12,Tacna,11,19,Chiclayo,False
7883,1,Peru League Play,12,Pucallpa,7,11,Iquitos,False
7884,1,Peru League Play,12,Juliaca,9,18,Piura,False
7885,1,Peru League Play,12,Ica,8,18,Trujillo,False
7886,1,Peru League Play,12,Huanuco,9,17,Arequipa,False
7887,1,Peru League Play,12,Sullana,9,22,Callao,False
7888,1,Peru League Play,12,Pisco,9,12,Ayacucho,False
7889,1,Peru League Play,12,Tumbes,7,6,Puno,True
7890,1,Philippines League Play,12,Quezon City,8,7,Taguig,False
7891,1,Philippines League Play,12,General Santos,11,10,Pasig,False
7892,1,Philippines League Play,12,Cagayan de Oro,8,7,Antipolo,True
7893,1,Philippines League Play,12,Dasmariñas,11,16,Cebu City,False
7894,1,Philippines League Play,12,Valenzuela,9,13,Zamboanga,False
7895,1,Philippines League Play,12,Parañaque,10,7,Caloocan,False
7896,1,Philippines League Play,12,Bacoor,7,8,Manila,False
7897,1,Philippines League Play,12,Las Piñas,8,13,Davao,False
7898,1,Philippines League Play,12,Muntinlupa,11,10,Marikina,True
7899,1,Philippines League Play,12,Makati,4,5,Imus,False
7900,1,Poland League Play,12,Warsaw,10,6,Bydgoszcz,False
7901,1,Poland League Play,12,Katowice,9,8,Lublin,True
7902,1,Poland League Play,12,Bialystok,9,13,Szczecin,False
7903,1,Poland League Play,12,Gdynia,4,5,Gdansk,False
7904,1,Poland League Play,12,Czestochowa,10,13,Poznan,False
7905,1,Poland League Play,12,Radom,8,10,Wroclaw,False
7906,1,Poland League Play,12,Kielce,8,16,Lodz,False
7907,1,Poland League Play,12,Rzeszow,7,16,Krakow,False
7908,1,Poland League Play,12,Sosnowiec,10,19,Gliwice,False
7909,1,Poland League Play,12,Torun,19,9,Zabrze,False
7910,1,Portugal League Play,12,Lisbon,12,8,Funchal,False
7911,1,Portugal League Play,12,Coimbra,10,7,Sintra,False
7912,1,Portugal League Play,12,Agualva-Cacem,13,11,Setúbal,False
7913,1,Portugal League Play,12,Barreiro,12,10,Almada,False
7914,1,Portugal League Play,12,Loures,8,10,Amadora,False
7915,1,Portugal League Play,12,Queluz,10,13,Braga,False
7916,1,Portugal League Play,12,Aveiro,8,18,Porto,False
7917,1,Portugal League Play,12,Portimao,9,15,Vila Nova de Gaia,False
7918,1,Portugal League Play,12,Faro,8,7,Leiria,False
7919,1,Portugal League Play,12,Viseu,7,13,Évora,False
7920,1,Qatar League Play,12,Doha,22,11,Mesaieed,False
7921,1,Qatar League Play,12,Al Khor,10,7,Umm Salal,False
7922,1,Qatar League Play,12,Al Markhiya,12,9,The Pearl,False
7923,1,Qatar League Play,12,Al Aziziyah,9,10,Muaither,False
7924,1,Qatar League Play,12,Madinat Khalifa,12,11,Al Daayen,False
7925,1,Qatar League Play,12,Fereej Abdul Aziz,9,13,Lusail,False
7926,1,Qatar League Play,12,Fereej Bin Mahmoud,8,14,Al Wakrah,False
7927,1,Qatar League Play,12,Madinat ash Shamal,10,15,Al Rayyan,False
7928,1,Qatar League Play,12,Al Shahaniya,8,9,Ain Khaled,False
7929,1,Qatar League Play,12,Education City,8,7,West Bay,False
7930,1,Romania League Play,12,Bucharest,18,9,Oradea,False
7931,1,Romania League Play,12,Ploiesti,7,10,Galati,False
7932,1,Romania League Play,12,Braila,11,12,Craiova,False
7933,1,Romania League Play,12,Arad,14,5,Brasov,False
7934,1,Romania League Play,12,Bacau,8,6,Iasi,False
7935,1,Romania League Play,12,Sibiu,9,10,Constanta,False
7936,1,Romania League Play,12,Pitesti,8,15,Timisoara,False
7937,1,Romania League Play,12,Targu Mures,6,14,Cluj-Napoca,False
7938,1,Romania League Play,12,Buzau,10,8,Botoșani,False
7939,1,Romania League Play,12,Baia Mare,14,7,Ramnicu Valcea,False
7940,1,Russia League Play,12,Moscow,10,12,Omsk,False
