,YEAR,COMPETITION,STAGE,Home,HomeScore,AwayScore,Away,ExtraEnd
6856,1,Angola League Play,11,Longonjo,7,10,Malanje,False
6857,1,Angola League Play,11,Xangongo,6,7,Benguela,False
6858,1,Angola League Play,11,Ndalatando,9,14,Lubango,False
6859,1,Angola League Play,11,Lucapa,10,9,Cabinda,False
6860,1,Angola League Play,11,Cazombo,7,10,Lobito,False
6861,1,Angola League Play,11,Soyo,7,10,Huambo,False
6862,1,Angola League Play,11,Saurimo,7,10,Menongue,False
6863,1,Argentina League Play,11,Buenos Aires,8,14,Santa Fe,False
6864,1,Argentina League Play,11,Almirante Brown,12,9,Quilmes,False
6865,1,Argentina League Play,11,Lanus,8,7,Salta,False
6866,1,Argentina League Play,11,Moreno,10,9,Mar del Plata,False
6867,1,Argentina League Play,11,Florencio Varela,9,8,La Plata,False
6868,1,Argentina League Play,11,San Juan,7,11,Tucuman,False
6869,1,Argentina League Play,11,Resistencia,7,15,Mendoza,False
6870,1,Argentina League Play,11,Corrientes,9,10,Rosario,False
6871,1,Argentina League Play,11,Neuquen,10,15,Cordoba,False
6872,1,Argentina League Play,11,General Pueyrredon,9,5,Santiago del Estero,False
6873,1,Australia League Play,11,Sydney,10,9,Newcastle,True
6874,1,Australia League Play,11,Geelong,6,8,Wollongong,False
6875,1,Australia League Play,11,Hobart,7,9,Sunshine Coast,False
6876,1,Australia League Play,11,Townsville,9,16,Canberra,False
6877,1,Australia League Play,11,Cairns,8,15,Gold Coast,False
6878,1,Australia League Play,11,Toowoomba,6,11,Adelaide,False
6879,1,Australia League Play,11,Darwin,9,19,Perth,False
6880,1,Australia League Play,11,Bendigo,8,15,Brisbane,False
6881,1,Australia League Play,11,Ballarat,10,22,Melbourne,False
6882,1,Australia League Play,11,Launceston,7,17,Mackay,False
6883,1,Austria League Play,11,Vienna,18,8,Dornbirn,False
6884,1,Austria League Play,11,Wiener Neustadt,9,11,Sankt Polten,False
6885,1,Austria League Play,11,Steyr,14,9,Villach,False
6886,1,Austria League Play,11,Klosterneuburg,4,5,Wels,False
6887,1,Austria League Play,11,Leonding,10,18,Klagenfurt,False
6888,1,Austria League Play,11,Feldkirch,10,14,Innsbruck,False
6889,1,Austria League Play,11,Bregenz,9,11,Salzburg,False
6890,1,Austria League Play,11,Leoben,8,16,Linz,False
6891,1,Austria League Play,11,Krems,9,14,Graz,False
6892,1,Austria League Play,11,Traun,9,11,Amstetten,False
6893,1,Bangladesh League Play,11,Dhaka,13,6,Mymensingh,False
6894,1,Bangladesh League Play,11,Rangpur,16,9,Comilla,False
6895,1,Bangladesh League Play,11,Dinajpur,8,10,Savar,False
6896,1,Bangladesh League Play,11,Bogra,10,11,Sylhet,False
6897,1,Bangladesh League Play,11,Jessore,10,19,Rajshahi,False
6898,1,Bangladesh League Play,11,Barisal,9,17,Khulna,False
6899,1,Bangladesh League Play,11,Tongi,9,19,Narayanganj,False
6900,1,Bangladesh League Play,11,Nawabganj,6,10,Gazipur,False
6901,1,Bangladesh League Play,11,Tangail,11,16,Chittagong,False
6902,1,Bangladesh League Play,11,Faridpur,11,9,Chandpur,False
6903,1,Belgium League Play,11,Brussels,11,7,Aalst,False
6904,1,Belgium League Play,11,Mechelen,10,12,Mons,False
6905,1,Belgium League Play,11,Sint-Niklaas,17,9,Leuven,False
6906,1,Belgium League Play,11,Kortrijk,9,12,Namur,False
6907,1,Belgium League Play,11,Hasselt,7,12,Bruges,False
6908,1,Belgium League Play,11,La Louviere,7,10,Liege,False
6909,1,Belgium League Play,11,Tournai,9,13,Charleroi,False
6910,1,Belgium League Play,11,Genk,9,11,Ghent,False
6911,1,Belgium League Play,11,Ostend,8,16,Antwerp,False
6912,1,Belgium League Play,11,Seraing,10,7,Roeselare,False
6913,1,Brazil League Play,11,Sao Paulo,12,8,Goiania,False
6914,1,Brazil League Play,11,Belem,7,15,Recife,False
6915,1,Brazil League Play,11,Porto Alegre,6,8,Curitiba,False
6916,1,Brazil League Play,11,Guarulhos,9,8,Manaus,True
6917,1,Brazil League Play,11,Campinas,10,15,Belo Horizonte,False
6918,1,Brazil League Play,11,Sao Luis,9,8,Fortaleza,False
6919,1,Brazil League Play,11,Maceio,7,12,Salvador,False
6920,1,Brazil League Play,11,Natal,9,11,Brasilia,False
6921,1,Brazil League Play,11,Teresina,9,16,Rio de Janeiro,False
6922,1,Brazil League Play,11,Campo Grande,7,9,Joao Pessoa,False
6923,1,Canada League Play,11,Toronto,10,8,Hamilton,False
6924,1,Canada League Play,11,Surrey,9,20,Brampton,False
6925,1,Canada League Play,11,Quebec City,11,15,Vancouver,False
6926,1,Canada League Play,11,Halifax,9,16,Mississauga,False
6927,1,Canada League Play,11,Laval,10,15,Winnipeg,False
6928,1,Canada League Play,11,London,9,18,Edmonton,False
6929,1,Canada League Play,11,Markham,11,13,Ottawa,False
6930,1,Canada League Play,11,Vaughan,9,13,Calgary,False
6931,1,Canada League Play,11,Saskatoon,6,8,Montreal,False
6932,1,Canada League Play,11,Gatineau,9,8,Longueuil,True
6933,1,Chile League Play,11,Santiago,13,10,Arica,False
6934,1,Chile League Play,11,Talca,9,10,Iquique,False
6935,1,Chile League Play,11,Coquimbo,5,8,Puerto Montt,False
6936,1,Chile League Play,11,Copiapó,19,11,Rancagua,False
6937,1,Chile League Play,11,Valdivia,7,8,Temuco,False
6938,1,Chile League Play,11,Punta Arenas,9,8,La Serena,True
6939,1,Chile League Play,11,San Pedro de la Paz,10,9,Antofagasta,True
6940,1,Chile League Play,11,Calama,8,11,Valparaiso,False
6941,1,Chile League Play,11,Osorno,12,11,Concepcion,False
6942,1,Chile League Play,11,Quilpue,8,11,Villa Alemana,False
6943,1,China League Play,11,Chongqing,7,8,Wuhan,False
6944,1,China League Play,11,Suzhou,9,10,Hangzhou,False
6945,1,China League Play,11,Harbin,5,6,Zhengzhou,False
6946,1,China League Play,11,Qingdao,7,10,Xi'an,False
6947,1,China League Play,11,Chengdu,9,7,Tianjin,False
6948,1,China League Play,11,Jinan,8,7,Guangzhou,False
6949,1,China League Play,11,Nanjing,9,8,Shenzhen,True
6950,1,China League Play,11,Shenyang,9,12,Beijing,False
6951,1,China League Play,11,Changsha,13,10,Shanghai,False
6952,1,China League Play,11,Dalian,13,10,Kunming,False
6953,1,Colombia League Play,11,Bogota,10,6,Ibague,False
6954,1,Colombia League Play,11,Villavicencio,12,9,Pereira,False
6955,1,Colombia League Play,11,Soacha,7,10,Bucaramanga,False
6956,1,Colombia League Play,11,Pasto,9,7,Soledad,False
6957,1,Colombia League Play,11,Valledupar,9,12,Cucuta,False
6958,1,Colombia League Play,11,Santa Marta,12,10,Cartagena,False
6959,1,Colombia League Play,11,Armenia,10,13,Barranquilla,False
6960,1,Colombia League Play,11,Palmira,8,24,Medellín,False
6961,1,Colombia League Play,11,Neiva,9,7,Cali,False
6962,1,Colombia League Play,11,Monteria,14,9,Manizales,False
6963,1,Czech Republic League Play,11,Prague,11,10,České Budějovice,False
6964,1,Czech Republic League Play,11,Havirov,7,10,Olomouc,False
6965,1,Czech Republic League Play,11,Zlín,11,8,Ústí nad Labem,False
6966,1,Czech Republic League Play,11,Kladno,11,15,Pardubice,False
6967,1,Czech Republic League Play,11,Most,9,13,Hradec Králové,False
6968,1,Czech Republic League Play,11,Karvina,10,13,Liberec,False
6969,1,Czech Republic League Play,11,Frydek-Mistek,11,10,Plzen,True
6970,1,Czech Republic League Play,11,Opava,13,10,Ostrava,False
6971,1,Czech Republic League Play,11,Jihlava,8,9,Brno,False
6972,1,Czech Republic League Play,11,Decin,10,15,Teplice,False
6973,1,Denmark League Play,11,Copenhagen,15,10,Randers,False
6974,1,Denmark League Play,11,Horsens,7,10,Herning,False
6975,1,Denmark League Play,11,Kolding,8,13,Frederiksberg,False
6976,1,Denmark League Play,11,Silkeborg,10,12,Copenhagen S,False
6977,1,Denmark League Play,11,Viborg,10,16,Vejle,False
6978,1,Denmark League Play,11,Holstebro,10,9,Esbjerg,False
6979,1,Denmark League Play,11,Helsingør,4,11,Odense,False
6980,1,Denmark League Play,11,Hillerød,9,14,Aalborg,False
6981,1,Denmark League Play,11,Naestved,8,13,Aarhus,False
6982,1,Denmark League Play,11,Fredericia,9,8,Sønderborg,False
6983,1,Ecuador League Play,11,Guayaquil,14,8,Ibarra,False
6984,1,Ecuador League Play,11,Ambato,10,9,Esmeraldas,False
6985,1,Ecuador League Play,11,Milagro,9,11,Loja,False
6986,1,Ecuador League Play,11,Babahoyo,8,7,Manta,True
6987,1,Ecuador League Play,11,Quevedo,9,19,Machala,False
6988,1,Ecuador League Play,11,Latacunga,10,9,Portoviejo,False
6989,1,Ecuador League Play,11,Riobamba,9,14,Santo Domingo,False
6990,1,Ecuador League Play,11,Eloy Alfaro,10,12,Cuenca,False
6991,1,Ecuador League Play,11,Tulcán,9,15,Quito,False
6992,1,Ecuador League Play,11,Nueva Loja,9,11,Azogues,False
6993,1,Egypt League Play,11,Cairo,17,10,Asyut,False
6994,1,Egypt League Play,11,Ismailia,13,8,Tanta,False
6995,1,Egypt League Play,11,Luxor,8,14,El-Mahalla El-Kubra,False
6996,1,Egypt League Play,11,Minya,10,17,Al-Mansura,False
6997,1,Egypt League Play,11,Damanhur,9,14,Port Said,False
6998,1,Egypt League Play,11,Zagazig,9,16,Suez,False
6999,1,Egypt League Play,11,Beni Suef,7,14,Shubra El Kheima,False
7000,1,Egypt League Play,11,Aswan,9,15,Giza,False
7001,1,Egypt League Play,11,Dammietta,7,14,Alexandria,False
7002,1,Egypt League Play,11,Fayyum,8,13,Sohag,False
7003,1,Ethiopia League Play,11,Addis Ababa,22,8,Jijiga,False
7004,1,Ethiopia League Play,11,Shashamane,16,8,Jimma,False
7005,1,Ethiopia League Play,11,Bishoftu,13,9,Dessie,False
7006,1,Ethiopia League Play,11,Hosaena,7,9,Hawassa,False
7007,1,Ethiopia League Play,11,Arba Minch,11,16,Bahir Dar,False
7008,1,Ethiopia League Play,11,Sodo,8,12,Nazret,False
7009,1,Ethiopia League Play,11,Kombolcha,9,10,Mekele,False
7010,1,Ethiopia League Play,11,Debre Markos,10,12,Gondar,False
7011,1,Ethiopia League Play,11,Nekemte,9,13,Dire Dawa,False
7012,1,Ethiopia League Play,11,Dilla,8,9,Harar,False
7013,1,Finland League Play,11,Helsinki,12,8,Pori,False
7014,1,Finland League Play,11,Kouvola,10,9,Lahti,False
7015,1,Finland League Play,11,Joensuu,10,16,Kuopio,False
7016,1,Finland League Play,11,Seinajoki,8,16,Jyvaskyla,False
7017,1,Finland League Play,11,Vaasa,12,10,Turku,False
7018,1,Finland League Play,11,Rovaniemi,10,7,Oulu,False
7019,1,Finland League Play,11,Hameenlinna,6,8,Vantaa,False
7020,1,Finland League Play,11,Lappeenranta,8,13,Tampere,False
7021,1,Finland League Play,11,Mikkeli,9,16,Espoo,False
7022,1,Finland League Play,11,Salo,9,8,Kotka,True
7023,1,France League Play,11,Paris,12,9,Lille,False
7024,1,France League Play,11,Rennes,8,13,Bordeaux,False
7025,1,France League Play,11,Reims,11,14,Strasbourg,False
7026,1,France League Play,11,Toulon,8,11,Montpellier,False
7027,1,France League Play,11,Le Havre,13,8,Nantes,False
7028,1,France League Play,11,Saint-Etienne,8,5,Nice,False
7029,1,France League Play,11,Grenoble,10,9,Toulouse,False
7030,1,France League Play,11,Dijon,9,12,Lyon,False
7031,1,France League Play,11,Angers,9,11,Marseille,False
7032,1,France League Play,11,Villeurbanne,10,11,Nimes,False
7033,1,Germany League Play,11,Berlin,12,10,Essen,False
7034,1,Germany League Play,11,Bremen,7,10,Dortmund,False
7035,1,Germany League Play,11,Dresden,9,8,Leipzig,True
7036,1,Germany League Play,11,Hanover,8,7,Dusseldorf,False
7037,1,Germany League Play,11,Nuremberg,8,10,Stuttgart,False
7038,1,Germany League Play,11,Duisburg,13,10,Frankfurt,False
7039,1,Germany League Play,11,Bochum,4,5,Cologne,False
7040,1,Germany League Play,11,Wuppertal,12,9,Munich,False
7041,1,Germany League Play,11,Bonn,10,13,Hamburg,False
7042,1,Germany League Play,11,Bielefeld,7,8,Mannheim,False
7043,1,Greece League Play,11,Athens,19,9,Zografou,False
7044,1,Greece League Play,11,Agios Dimitrios,8,15,Kallithea,False
7045,1,Greece League Play,11,Rhodes,10,8,Piraeus,False
7046,1,Greece League Play,11,Ilion,9,15,Peristeri,False
7047,1,Greece League Play,11,Glyfada,9,6,Volos,False
7048,1,Greece League Play,11,Nikaia,12,8,Larissa,False
7049,1,Greece League Play,11,Kalamaria,6,8,Heraklion,False
7050,1,Greece League Play,11,Acharnes,9,7,Patras,False
7051,1,Greece League Play,11,Chalcis,10,15,Thessaloniki,False
7052,1,Greece League Play,11,Chania,10,16,Ioannina,False
7053,1,Hong Kong League Play,11,Hong Kong,17,8,Sai Kung,False
7054,1,Hong Kong League Play,11,Fanling,9,16,Tsuen Wan,False
7055,1,Hong Kong League Play,11,Tin Shui Wai,8,10,Tai Po,False
7056,1,Hong Kong League Play,11,Wan Chai,10,17,Tseung Kwan O,False
7057,1,Hong Kong League Play,11,Ma On Shan,9,8,Tuen Mun,True
7058,1,Hong Kong League Play,11,Mong Kok,8,17,Kwai Chung,False
7059,1,Hong Kong League Play,11,Aberdeen,9,18,Yuen Long,False
7060,1,Hong Kong League Play,11,Shau Kei Wan,8,10,Sha Tin,False
7061,1,Hong Kong League Play,11,Causeway Bay,7,13,Kowloon,False
7062,1,Hong Kong League Play,11,Central,16,9,Hung Hom,False
7063,1,Hungary League Play,11,Budapest,17,7,Szekesfehervar,False
7064,1,Hungary League Play,11,Szombathely,13,10,Nyiregyhaza,False
7065,1,Hungary League Play,11,Szolnok,9,13,Győr,False
7066,1,Hungary League Play,11,Zalaegerszeg,8,7,Pécs,True
7067,1,Hungary League Play,11,Sopron,13,7,Kecskemet,False
7068,1,Hungary League Play,11,Dunaujvaros,9,8,Gyor,True
7069,1,Hungary League Play,11,Érd,9,12,Szeged,False
7070,1,Hungary League Play,11,Eger,9,14,Miskolc,False
7071,1,Hungary League Play,11,Bekescsaba,8,9,Debrecen,False
7072,1,Hungary League Play,11,Veszprem,12,9,Kaposvar,False
7073,1,India League Play,11,Delhi,11,10,Jaipur,True
7074,1,India League Play,11,Lucknow,11,10,Surat,False
7075,1,India League Play,11,Indore,7,4,Pune,False
7076,1,India League Play,11,Kanpur,8,11,Ahmedabad,False
7077,1,India League Play,11,Nagpur,9,10,Chennai,False
7078,1,India League Play,11,Thane,11,10,Hyderabad,True
7079,1,India League Play,11,Bhopal,8,7,Bangalore,False
7080,1,India League Play,11,Patna,8,14,Kolkata,False
7081,1,India League Play,11,Vadodara,9,13,Mumbai,False
7082,1,India League Play,11,Visakhapatnam,13,9,Ghaziabad,False
7083,1,Indonesia League Play,11,Jakarta,9,8,Palembang,False
7084,1,Indonesia League Play,11,Batam,8,9,Makassar,False
7085,1,Indonesia League Play,11,Pekanbaru,7,5,Semarang,False
7086,1,Indonesia League Play,11,Bogor,11,10,Tangerang,False
7087,1,Indonesia League Play,11,Bandar Lampung,8,12,Depok,False
7088,1,Indonesia League Play,11,Padang,17,10,Medan,False
7089,1,Indonesia League Play,11,Malang,9,16,Bekasi,False
7090,1,Indonesia League Play,11,Samarinda,8,15,Bandung,False
7091,1,Indonesia League Play,11,Tasikmalaya,9,14,Surabaya,False
7092,1,Indonesia League Play,11,Banjarmasin,8,11,Pontianak,False
7093,1,Iraq League Play,11,Baghdad,16,7,Ramadi,False
7094,1,Iraq League Play,11,Hillah,9,17,Nasiriyah,False
7095,1,Iraq League Play,11,Baqubah,9,8,Karbala,False
7096,1,Iraq League Play,11,Diwaniyah,8,13,Najaf,False
7097,1,Iraq League Play,11,Kut,8,16,Sulaymaniyah,False
7098,1,Iraq League Play,11,Dohuk,8,9,Kirkuk,False
7099,1,Iraq League Play,11,Samawah,8,15,Erbil,False
7100,1,Iraq League Play,11,Amarah,8,16,Mosul,False
7101,1,Iraq League Play,11,Fallujah,8,13,Basra,False
7102,1,Iraq League Play,11,Diyala,14,9,Tikrit,False
7103,1,Ireland League Play,11,Dublin,10,6,Kilkenny,False
7104,1,Ireland League Play,11,Navan,12,10,Bray,False
7105,1,Ireland League Play,11,Balbriggan,9,7,Dundalk,False
7106,1,Ireland League Play,11,Naas,7,12,Swords,False
7107,1,Ireland League Play,11,Carlow,9,15,Drogheda,False
7108,1,Ireland League Play,11,Newbridge,11,13,Waterford,False
7109,1,Ireland League Play,11,Portlaoise,11,15,Galway,False
7110,1,Ireland League Play,11,Tralee,10,9,Limerick,False
7111,1,Ireland League Play,11,Ennis,9,13,Cork,False
7112,1,Ireland League Play,11,Mullingar,9,12,Athlone,False
7113,1,Israel League Play,11,Jerusalem,19,8,Holon,False
7114,1,Israel League Play,11,Ramat Gan,12,10,Bnei Brak,False
7115,1,Israel League Play,11,Rehovot,7,6,Beer Sheva,False
7116,1,Israel League Play,11,Ashkelon,10,12,Netanya,False
7117,1,Israel League Play,11,Bat Yam,9,14,Ashdod,False
7118,1,Israel League Play,11,Herzliya,10,11,Rishon LeZion,False
7119,1,Israel League Play,11,Kfar Saba,9,11,Petah Tikva,False
7120,1,Israel League Play,11,Modi'in,9,12,Haifa,False
7121,1,Israel League Play,11,Nazareth,8,10,Tel Aviv,False
7122,1,Israel League Play,11,Lod,8,9,Ramla,False
7123,1,Italy League Play,11,Rome,12,8,Catania,False
7124,1,Italy League Play,11,Venice,8,10,Bari,False
7125,1,Italy League Play,11,Verona,8,9,Florence,False
7126,1,Italy League Play,11,Messina,9,11,Bologna,False
7127,1,Italy League Play,11,Padua,6,7,Genoa,False
7128,1,Italy League Play,11,Trieste,7,9,Palermo,False
7129,1,Italy League Play,11,Taranto,6,7,Turin,False
7130,1,Italy League Play,11,Brescia,9,12,Naples,False
7131,1,Italy League Play,11,Parma,9,7,Milan,False
7132,1,Italy League Play,11,Modena,9,10,Reggio Calabria,False
7133,1,Japan League Play,11,Tokyo,10,9,Saitama,True
7134,1,Japan League Play,11,Hiroshima,9,13,Kyoto,False
7135,1,Japan League Play,11,Sendai,9,10,Kawasaki,False
7136,1,Japan League Play,11,Chiba,14,9,Kobe,False
7137,1,Japan League Play,11,Kitakyushu,10,11,Fukuoka,False
7138,1,Japan League Play,11,Sakai,8,7,Sapporo,False
7139,1,Japan League Play,11,Hamamatsu,11,6,Nagoya,False
7140,1,Japan League Play,11,Niigata,9,11,Osaka,False
7141,1,Japan League Play,11,Okayama,7,4,Yokohama,False
7142,1,Japan League Play,11,Sagamihara,11,9,Shizuoka,False
7143,1,Kazakhstan League Play,11,Almaty,17,9,Ust-Kamenogorsk,False
7144,1,Kazakhstan League Play,11,Temirtau,6,7,Atyrau,False
7145,1,Kazakhstan League Play,11,Turkestan,9,8,Semey,False
7146,1,Kazakhstan League Play,11,Kyzylorda,9,6,Pavlodar,False
7147,1,Kazakhstan League Play,11,Oral,10,11,Taraz,False
7148,1,Kazakhstan League Play,11,Petropavl,9,8,Aktobe,False
7149,1,Kazakhstan League Play,11,Kostanay,6,5,Karaganda,False
7150,1,Kazakhstan League Play,11,Aktau,7,15,Astana,False
7151,1,Kazakhstan League Play,11,Rudny,9,16,Shymkent,False
7152,1,Kazakhstan League Play,11,Ekibastuz,17,11,Kokshetau,False
7153,1,Kenya League Play,11,Nairobi,17,8,Garissa,False
7154,1,Kenya League Play,11,Kitale,9,10,Thika,False
7155,1,Kenya League Play,11,Kisii,8,10,Machakos,False
7156,1,Kenya League Play,11,Meru,7,8,Kikuyu,False
7157,1,Kenya League Play,11,Malindi,12,11,Ruiru,False
7158,1,Kenya League Play,11,Kericho,8,10,Eldoret,False
7159,1,Kenya League Play,11,Nyeri,5,9,Nakuru,False
7160,1,Kenya League Play,11,Wajir,5,12,Kisumu,False
7161,1,Kenya League Play,11,Naivasha,9,16,Mombasa,False
7162,1,Kenya League Play,11,Embu,11,12,Lamu,False
7163,1,Kuwait League Play,11,Kuwait City,15,5,Sabah Al-Salem,False
7164,1,Kuwait League Play,11,Al-Mangaf,15,11,Rumaithiyya,False
7165,1,Kuwait League Play,11,Ar Riqqah,10,9,Fahaheel,False
7166,1,Kuwait League Play,11,Bayan,8,10,Salmiya,False
7167,1,Kuwait League Play,11,Salwa,10,9,Mubarak Al-Kabeer,False
7168,1,Kuwait League Play,11,Mishref,7,11,Jahra,False
7169,1,Kuwait League Play,11,Fintas,9,27,Al Ahmadi,False
7170,1,Kuwait League Play,11,Abu Halifa,8,12,Al Farwaniyah,False
7171,1,Kuwait League Play,11,Ruq'i,10,14,Hawalli,False
7172,1,Kuwait League Play,11,Um Al Hayman,8,15,Sabahiya,False
7173,1,Malaysia League Play,11,Kuala Lumpur,9,7,Kajang,False
7174,1,Malaysia League Play,11,Ampang Jaya,9,10,Petaling Jaya,False
7175,1,Malaysia League Play,11,Seremban,8,11,Shah Alam,False
7176,1,Malaysia League Play,11,Kota Kinabalu,7,13,Kuching,False
7177,1,Malaysia League Play,11,Kota Bharu,8,9,Subang Jaya,False
7178,1,Malaysia League Play,11,Malacca,7,9,Ipoh,False
7179,1,Malaysia League Play,11,Kuantan,9,17,Penang,False
7180,1,Malaysia League Play,11,Alor Setar,6,16,Johor Bahru,False
7181,1,Malaysia League Play,11,Kuala Terengganu,8,17,Klang,False
7182,1,Malaysia League Play,11,Miri,7,8,Putrajaya,False
7183,1,Mexico League Play,11,Mexico City,8,7,Nezahualcoyotl,False
7184,1,Mexico League Play,11,Chihuahua,9,11,Monterrey,False
7185,1,Mexico League Play,11,Naucalpan,9,14,Zapopan,False
7186,1,Mexico League Play,11,Merida,10,21,Guadalajara,False
7187,1,Mexico League Play,11,Hermosillo,6,12,Juarez,False
7188,1,Mexico League Play,11,Culiacan,11,12,Leon,False
7189,1,Mexico League Play,11,Saltillo,8,13,Tijuana,False
7190,1,Mexico League Play,11,San Luis Potosi,11,10,Ecatepec,True
7191,1,Mexico League Play,11,Aguascalientes,10,9,Puebla,True
7192,1,Mexico League Play,11,Mexicali,10,9,Acapulco,True
7193,1,Morocco League Play,11,Casablanca,9,8,Oujda,False
7194,1,Morocco League Play,11,Tetouan,13,9,Kenitra,False
7195,1,Morocco League Play,11,Safi,11,9,Meknes,False
7196,1,Morocco League Play,11,Temara,7,6,Agadir,True
7197,1,Morocco League Play,11,Khouribga,8,12,Marrakech,False
7198,1,Morocco League Play,11,Taza,7,5,Sale,False
7199,1,Morocco League Play,11,Nador,7,14,Tangier,False
7200,1,Morocco League Play,11,Beni Mellal,7,12,Fes,False
7201,1,Morocco League Play,11,El Jadida,9,14,Rabat,False
7202,1,Morocco League Play,11,Mohammedia,10,8,Al Hoceima,False
7203,1,Netherlands League Play,11,Amsterdam,9,8,Nijmegen,False
7204,1,Netherlands League Play,11,Arnhem,8,9,Breda,False
7205,1,Netherlands League Play,11,Haarlemmermeer,8,13,Almere,False
7206,1,Netherlands League Play,11,Enschede,9,15,Groningen,False
7207,1,Netherlands League Play,11,Haarlem,8,10,Eindhoven,False
7208,1,Netherlands League Play,11,Apeldoorn,8,5,Tilburg,False
7209,1,Netherlands League Play,11,Zaanstad,5,9,Utrecht,False
7210,1,Netherlands League Play,11,Amersfoort,9,8,The Hague,False
7211,1,Netherlands League Play,11,Dordrecht,5,14,Rotterdam,False
7212,1,Netherlands League Play,11,Leiden,12,8,Zwolle,False
7213,1,New Zealand League Play,11,Auckland,9,8,New Plymouth,False
7214,1,New Zealand League Play,11,Nelson,9,8,Whangarei,True
7215,1,New Zealand League Play,11,Rotorua,8,11,Palmerston North,False
7216,1,New Zealand League Play,11,Whanganui,10,17,Dunedin,False
7217,1,New Zealand League Play,11,Invercargill,9,12,Napier-Hastings,False
7218,1,New Zealand League Play,11,Gisborne,11,9,Tauranga,False
7219,1,New Zealand League Play,11,Levin,9,11,Hamilton,False
7220,1,New Zealand League Play,11,Masterton,9,21,Christchurch,False
7221,1,New Zealand League Play,11,Taupo,7,10,Wellington,False
7222,1,New Zealand League Play,11,Timaru,10,14,Blenheim,False
7223,1,Nigeria League Play,11,Lagos,14,11,Ilorin,False
7224,1,Nigeria League Play,11,Jos,11,10,Zaria,False
7225,1,Nigeria League Play,11,Aba,11,10,Maiduguri,False
7226,1,Nigeria League Play,11,Enugu,10,9,Kaduna,False
7227,1,Nigeria League Play,11,Ogbomosho,10,9,Benin City,True
7228,1,Nigeria League Play,11,Onitsha,10,17,Port Harcourt,False
7229,1,Nigeria League Play,11,Warri,11,16,Abuja,False
7230,1,Nigeria League Play,11,Sokoto,10,19,Ibadan,False
7231,1,Nigeria League Play,11,Abeokuta,11,16,Kano,False
7232,1,Nigeria League Play,11,Asaba,10,12,Owerri,False
7233,1,Norway League Play,11,Oslo,13,10,Sandefjord,False
7234,1,Norway League Play,11,Asker,17,10,Skien,False
7235,1,Norway League Play,11,Sarpsborg,10,15,Sandnes,False
7236,1,Norway League Play,11,Bodø,10,9,Fredrikstad,False
7237,1,Norway League Play,11,Tonsberg,8,13,Drammen,False
7238,1,Norway League Play,11,Alesund,7,12,Kristiansand,False
7239,1,Norway League Play,11,Porsgrunn,8,19,Trondheim,False
7240,1,Norway League Play,11,Haugesund,9,11,Stavanger,False
7241,1,Norway League Play,11,Lillehammer,8,19,Bergen,False
7242,1,Norway League Play,11,Molde,9,10,Kongsberg,False
7243,1,Oman League Play,11,Muscat,14,6,Ibra,False
7244,1,Oman League Play,11,Ibri,9,10,Bidbid,False
7245,1,Oman League Play,11,Saham,8,9,Rustaq,False
7246,1,Oman League Play,11,Al Khaburah,10,13,Sur,False
7247,1,Oman League Play,11,Izki,9,14,Nizwa,False
7248,1,Oman League Play,11,Al Buraymi,6,15,Al Khuwair,False
7249,1,Oman League Play,11,Bahla,11,14,Sohar,False
7250,1,Oman League Play,11,Al Suwaiq,7,10,Salalah,False
7251,1,Oman League Play,11,Shinas,8,9,Seeb,False
7252,1,Oman League Play,11,Al Hamra,8,6,Khasab,False
7253,1,Pakistan League Play,11,Karachi,20,7,Bahawalpur,False
7254,1,Pakistan League Play,11,Quetta,7,11,Islamabad,False
7255,1,Pakistan League Play,11,Sargodha,6,11,Hyderabad,False
7256,1,Pakistan League Play,11,Sialkot,6,13,Peshawar,False
7257,1,Pakistan League Play,11,Gujrat,9,10,Multan,False
7258,1,Pakistan League Play,11,Dera Ghazi Khan,8,7,Rawalpindi,False
7259,1,Pakistan League Play,11,Jhang,7,6,Gujranwala,True
7260,1,Pakistan League Play,11,Rahim Yar Khan,11,9,Faisalabad,False
7261,1,Pakistan League Play,11,Sheikhupura,10,22,Lahore,False
7262,1,Pakistan League Play,11,Larkana,10,9,Sukkur,False
7263,1,Peru League Play,11,Lima,18,8,Huancayo,False
7264,1,Peru League Play,11,Tacna,10,14,Cusco,False
7265,1,Peru League Play,11,Pucallpa,9,10,Chimbote,False
7266,1,Peru League Play,11,Juliaca,7,13,Chiclayo,False
7267,1,Peru League Play,11,Ica,7,16,Iquitos,False
7268,1,Peru League Play,11,Huanuco,8,16,Piura,False
7269,1,Peru League Play,11,Sullana,9,16,Trujillo,False
7270,1,Peru League Play,11,Pisco,7,11,Arequipa,False
7271,1,Peru League Play,11,Tumbes,10,15,Callao,False
7272,1,Peru League Play,11,Puno,8,9,Ayacucho,False
7273,1,Philippines League Play,11,Quezon City,19,10,General Santos,False
7274,1,Philippines League Play,11,Cagayan de Oro,8,12,Taguig,False
7275,1,Philippines League Play,11,Dasmariñas,7,8,Pasig,False
7276,1,Philippines League Play,11,Valenzuela,10,8,Antipolo,False
7277,1,Philippines League Play,11,Parañaque,9,14,Cebu City,False
7278,1,Philippines League Play,11,Bacoor,7,5,Zamboanga,False
7279,1,Philippines League Play,11,Las Piñas,8,13,Caloocan,False
7280,1,Philippines League Play,11,Muntinlupa,9,14,Manila,False
